Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot1,"Игнатий Мамонов",hard,7,Failed,"BP Depot","Zone fuel1","1","04:32:00","04:35:59",
Bot1,"Игнатий Мамонов",hard,7,Failed,"BP Depot","Zone fuel3","1","04:36:04","04:44:29",
Bot1,"Игнатий Мамонов",hard,7,Completed,"The Extortionist","Item Secure Folder 0048","1","04:44:34","04:45:55",
Bot1,"Игнатий Мамонов",hard,7,Completed,"The Extortionist","Zone dead_posylni","1","04:46:00","04:50:48",
Bot1,"Игнатий Мамонов",hard,7,Failed,"The Extortionist","Zone vremyan_case","1","04:50:53","04:54:06",
Bot1,"Игнатий Мамонов",hard,7,Failed,"Short Cut","Short Cut: Objective #1","1","04:54:11","04:54:12",
Bot1,"Игнатий Мамонов",hard,7,Active,"Fortress","Fortress: Objective #3","1","04:54:17","N/A",
Bot2,"Юрий Киреев",hard,11,Failed,"The Extortionist","Zone vremyan_case","1","04:32:01","04:43:45",
Bot3,"Ronny Mabry",normal,15,Failed,"BP Depot","Zone fuel1","1","04:32:02","04:32:54",
Bot4,"Reed Zelaya",hard,29,Archived,"Passage between Rocks","Passage between Rocks: Objective #1","1","04:32:03","04:32:14",
Bot4,"Reed Zelaya",hard,29,Archived,"Dorms 2 Story","Dorms 2 Story: Objective #8","1","04:32:19","04:34:17",
Bot4,"Reed Zelaya",hard,29,Archived,"Dorms 2 Story","Dorms 2 Story: Objective #7","1","04:34:23","04:34:34",
Bot4,"Reed Zelaya",hard,29,Archived,"Dorms 2 Story","Dorms 2 Story: Objective #10","1","04:34:39","04:34:52",
Bot4,"Reed Zelaya",hard,29,Archived,"Dorms 2 Story","Dorms 2 Story: Objective #2","1","04:34:57","04:35:24",
Bot4,"Reed Zelaya",hard,29,Archived,"Dorms 2 Story","Dorms 2 Story: Objective #6","1","04:35:29","04:35:40",
Bot4,"Reed Zelaya",hard,29,Archived,"Dorms 2 Story","Dorms 2 Story: Objective #1","1","04:35:45","04:36:03",
Bot4,"Reed Zelaya",hard,29,Archived,"Dorms 2 Story","Dorms 2 Story: Objective #5","1","04:36:08","04:36:24",
Bot4,"Reed Zelaya",hard,29,Archived,"Dorms 2 Story","Dorms 2 Story: Objective #4","1","04:36:29","04:36:40",
Bot4,"Reed Zelaya",hard,29,Archived,"Dorms 2 Story","Dorms 2 Story: Objective #3","1","04:36:45","04:36:45",
Bot4,"Reed Zelaya",hard,29,Archived,"Dorms 2 Story","Dorms 2 Story: Objective #9","1","04:36:50","04:37:30",
Bot4,"Reed Zelaya",hard,29,Completed,"Chumming","Zone place_skier_12_2","2","04:37:35","04:50:14",
Bot4,"Reed Zelaya",hard,29,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #1","1","04:50:19","04:51:09",
Bot4,"Reed Zelaya",hard,29,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #2","1","04:51:14","04:53:04",
Bot4,"Reed Zelaya",hard,29,Completed,"Dorms 3 Story","Dorms 3 Story: Objective #7","2","04:53:09","04:57:43",
Bot4,"Reed Zelaya",hard,29,Completed,"Dorms 3 Story","Dorms 3 Story: Objective #8","1","04:57:48","04:59:52",
Bot4,"Reed Zelaya",hard,29,Failed,"Dorms 3 Story","Dorms 3 Story: Objective #13","1","04:59:57","04:59:59",
Bot4,"Reed Zelaya",hard,29,Completed,"Dorms 3 Story","Dorms 3 Story: Objective #10","2","05:00:04","05:01:45",
Bot4,"Reed Zelaya",hard,29,Completed,"Dorms 3 Story","Dorms 3 Story: Objective #5","1","05:01:50","05:02:12",
Bot4,"Reed Zelaya",hard,29,Completed,"Dorms 3 Story","Dorms 3 Story: Objective #2","1","05:02:17","05:02:44",
Bot4,"Reed Zelaya",hard,29,Archived,"Dorms Camp 2","Dorms Camp 2: Objective #1","1","05:02:49","05:04:52",
Bot4,"Reed Zelaya",hard,29,Completed,"Old Gas","Old Gas: Objective #2","1","05:04:57","05:07:28",
Bot4,"Reed Zelaya",hard,29,Completed,"Old Gas","Old Gas: Objective #1","1","05:07:33","05:10:56",
Bot4,"Reed Zelaya",hard,29,Active,"Giving Tree","Giving Tree: Objective #1","1","05:11:01","N/A",
Bot5,"Lane Nivens",hard,13,Pending,"Big Customer","Zone gazel","1","04:32:04","N/A",
Bot6,"Тимофей Лопатин",easy,7,Failed,"Checkpoint","Checkpoint: Objective #1","1","04:32:05","04:32:48",
Bot7,"Корней Катин",normal,14,Failed,"Pharmacist","Zone vaz_feld","1","04:32:06","04:32:36",
Bot7,"Корней Катин",normal,14,Failed,"Pharmacist","Item Carbon case","1","04:32:41","04:33:22",
Bot26,"Ignacio Ison",normal,16,Failed,"BP Depot","Zone fuel2","1","04:33:15","04:35:56",
Bot26,"Ignacio Ison",normal,16,Failed,"BP Depot","Zone fuel3","1","04:36:01","04:39:29",
Bot27,"Luigi Gleason",normal,15,Failed,"BP Depot","Zone fuel2","1","04:33:35","04:39:15",
Bot28,"Lonnie Mccurdy",normal,9,Completed,"Power Switch","Power Switch: Objective #1","2","04:33:47","04:34:18",
Bot28,"Lonnie Mccurdy",normal,9,Completed,"The Extortionist","Item Secure Folder 0048","1","04:34:24","04:34:50",
Bot28,"Lonnie Mccurdy",normal,9,Completed,"The Extortionist","Zone vremyan_case","1","04:34:55","04:34:59",
Bot28,"Lonnie Mccurdy",normal,9,Failed,"The Extortionist","Zone dead_posylni","1","04:35:04","04:36:51",
Bot28,"Lonnie Mccurdy",normal,9,Failed,"BP Depot","Zone fuel3","1","04:36:57","04:37:04",
Bot28,"Lonnie Mccurdy",normal,9,Failed,"BP Depot","Zone fuel1","1","04:37:09","04:37:55",
Bot28,"Lonnie Mccurdy",normal,9,Failed,"BP Depot","Zone fuel2","1","04:38:00","04:38:53",
Bot28,"Lonnie Mccurdy",normal,9,Failed,"BP Depot","Zone fuel4","1","04:38:58","04:41:10",
Bot42,"Гриша Дробаш (Николай)",normal,1,Completed,"Antenna","Antenna: Objective #1","1","04:40:06","04:41:44",
Bot42,"Гриша Дробаш (Николай)",normal,1,Completed,"Train Car","Train Car: Objective #1","1","04:41:49","04:42:35",
Bot42,"Гриша Дробаш (Николай)",normal,1,Failed,"Dorms 2 Story","Dorms 2 Story: Objective #8","1","04:42:40","04:43:42",
Bot42,"Гриша Дробаш (Николай)",normal,1,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #10","1","04:43:47","04:44:02",
Bot42,"Гриша Дробаш (Николай)",normal,1,Failed,"Dorms 2 Story","Dorms 2 Story: Objective #7","1","04:44:07","04:44:14",
Bot42,"Гриша Дробаш (Николай)",normal,1,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #2","1","04:44:19","04:44:50",
Bot42,"Гриша Дробаш (Николай)",normal,1,Failed,"Dorms 2 Story","Dorms 2 Story: Objective #4","1","04:44:55","04:44:58",
Bot42,"Гриша Дробаш (Николай)",normal,1,Failed,"Dorms 2 Story","Dorms 2 Story: Objective #3","1","04:45:03","04:45:06",
Bot42,"Гриша Дробаш (Николай)",normal,1,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #9","1","04:45:11","04:45:44",
Bot42,"Гриша Дробаш (Николай)",normal,1,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #1","1","04:45:49","04:45:59",
Bot42,"Гриша Дробаш (Николай)",normal,1,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #5","1","04:46:04","04:46:19",
Bot42,"Гриша Дробаш (Николай)",normal,1,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #6","1","04:46:24","04:46:36",
Bot42,"Гриша Дробаш (Николай)",normal,1,Completed,"Dorms 3 Story","Dorms 3 Story: Objective #7","2","04:46:41","04:47:27",
Bot42,"Гриша Дробаш (Николай)",normal,1,Failed,"Dorms 3 Story","Dorms 3 Story: Objective #13","1","04:47:32","04:47:35",
Bot43,"Вован Ветчина (Phillip)",hard,1,Completed,"Storage","Storage: Objective #6","1","04:42:46","04:45:27",
Bot43,"Вован Ветчина (Phillip)",hard,1,Completed,"Storage","Storage: Objective #7","1","04:45:32","04:45:49",
Bot43,"Вован Ветчина (Phillip)",hard,1,Completed,"Storage","Storage: Objective #5","1","04:45:54","04:47:53",
Bot43,"Вован Ветчина (Phillip)",hard,1,Failed,"Storage","Storage: Objective #4","1","04:47:58","04:49:28",
Bot51,"Олег Штирлиц (Василий)",easy,1,Failed,"New Gas","New Gas: Objective #2","1","04:47:48","04:49:22",
Bot51,"Олег Штирлиц (Василий)",easy,1,Completed,"New Gas","New Gas: Objective #1","1","04:49:27","04:49:53",
Bot51,"Олег Штирлиц (Василий)",easy,1,Completed,"New Gas","New Gas: Objective #3","1","04:49:58","04:50:20",
Bot51,"Олег Штирлиц (Василий)",easy,1,Completed,"Antenna","Antenna: Objective #1","1","04:50:25","04:52:56",
Bot51,"Олег Штирлиц (Василий)",easy,1,Failed,"Dorms 3 Story","Dorms 3 Story: Objective #7","2","04:53:01","04:55:37",
Bot55,"Лаша Хромой (Jeferson)",normal,1,Completed,"North Shack by Big Red","North Shack by Big Red: Objective #1","1","04:49:38","04:50:42",
Bot55,"Лаша Хромой (Jeferson)",normal,1,Completed,"Big Red","Big Red: Objective #3","1","04:50:48","04:54:19",
Bot55,"Лаша Хромой (Jeferson)",normal,1,Active,"Big Red","Big Red: Objective #2","1","04:54:24","N/A",
Bot56,"Марк Макака (Chris)",normal,1,Pending,"Big Red","Big Red: Objective #2","1","04:49:38","N/A",
Bot57,"Саша Локализатор (Емельян)",normal,1,Pending,"Big Red","Big Red: Objective #2","1","04:49:38","N/A",
Bot63,"Жора Толич (Brenton)",hard,1,Completed,"Train Car","Train Car: Objective #1","1","04:55:39","04:56:51",
Bot63,"Жора Толич (Brenton)",hard,1,Failed,"Dorms 3 Story","Dorms 3 Story: Objective #7","1","04:56:56","04:58:20",
Bot69,"Клим ВДВ (Chase)",normal,1,Completed,"Admin Gate","Admin Gate: Objective #1","1","04:58:30","04:58:52",
Bot69,"Клим ВДВ (Chase)",normal,1,Completed,"Checkpoint","Checkpoint: Objective #1","1","04:58:57","05:00:01",
Bot69,"Клим ВДВ (Chase)",normal,1,Completed,"Checkpoint","Checkpoint: Objective #2","1","05:00:06","05:00:41",
Bot69,"Клим ВДВ (Chase)",normal,1,Completed,"Flash-Drive Van","Flash-Drive Van: Objective #1","1","05:00:46","05:01:38",
Bot69,"Клим ВДВ (Chase)",normal,1,Completed,"Glass Building","Glass Building: Objective #3","2","05:01:43","05:03:19",
Bot69,"Клим ВДВ (Chase)",normal,1,Completed,"Glass Building","Glass Building: Objective #1","1","05:03:24","05:03:36",
Bot69,"Клим ВДВ (Chase)",normal,1,Completed,"Glass Building","Glass Building: Objective #2","1","05:03:41","05:03:54",
Bot69,"Клим ВДВ (Chase)",normal,1,Completed,"Smokestack","Smokestack: Objective #1","1","05:03:59","05:04:23",
Bot69,"Клим ВДВ (Chase)",normal,1,Failed,"Smokestack","Smokestack: Objective #2","1","05:04:28","05:04:39",
Bot69,"Клим ВДВ (Chase)",normal,1,Completed,"Smokestack","Smokestack: Objective #3","1","05:04:44","05:05:06",
Bot69,"Клим ВДВ (Chase)",normal,1,Failed,"Old Gas","Old Gas: Objective #2","1","05:05:11","05:07:44",
Bot70,"Артур Овальный (Raul)",normal,1,Failed,"Dorms 2 Story","Dorms 2 Story: Objective #4","1","05:07:51","05:09:11",
Bot70,"Артур Овальный (Raul)",normal,1,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #5","1","05:09:16","05:09:41",
Bot70,"Артур Овальный (Raul)",normal,1,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #2","1","05:09:46","05:10:03",
Bot70,"Артур Овальный (Raul)",normal,1,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #6","1","05:10:08","05:10:19",
Bot70,"Артур Овальный (Raul)",normal,1,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #1","1","05:10:24","05:10:54",
Bot70,"Артур Овальный (Raul)",normal,1,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #9","1","05:10:59","05:11:20",
Bot70,"Артур Овальный (Raul)",normal,1,Pending,"Dorms 2 Story","Dorms 2 Story: Objective #3","1","05:11:25","N/A",
[Not Spawned],"Кэл Танкист (Jimmy)",easy,1,,,,,,,
[Not Spawned],"Эраст Сейсмолог (Enoch)",easy,1,,,,,,,
[Not Spawned],"Гриша Сейсмолог (Donald)",normal,1,,,,,,,
[Not Spawned],"Арчи Градус (Margarito)",normal,1,,,,,,,
[Not Spawned],"Максим Молоко (Claude)",normal,1,,,,,,,
[Not Spawned],"Серега Леший (Trey)",normal,1,,,,,,,
[Not Spawned],"Киса Сишарп (Семён)",normal,1,,,,,,,
