Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot116,"Devin Riche",normal,13,Completed,"IDEA Office","IDEA Office: Objective #3","1","20:58:52","21:01:28",
Bot116,"Devin Riche",normal,13,Completed,"IDEA Office","IDEA Office: Objective #2","3","21:01:34","21:02:08",
Bot116,"Devin Riche",normal,13,Completed,"IDEA Office","IDEA Office: Objective #1","2","21:02:13","21:02:31",
Bot116,"Devin Riche",normal,13,Active,"Power Station","Power Station: Objective #1","1","21:02:36","N/A",
Bot115,"Борис Конников",easy,37,Active,"Minibus","Zone place_merch_21_2","1","20:58:52","N/A",
Bot118,"Herschel Pride",impossible,34,Pending,"Hot Delivery","Zone place_merch_020_2","1","20:58:52","N/A",
Bot117,"Colby Vannote",impossible,18,Completed,"Database - Part 2","Item OLI cargo route documents","1","20:58:52","21:00:57",
Bot117,"Colby Vannote",impossible,18,Active,"Big Sale","Zone place_SALE_03_TOPBRAND","1","21:01:03","N/A",
Bot120,"Владислав Лапин",easy,1,Active,"Hole in Fence Camping","Hole in Fence Camping: Objective #1","2","20:58:52","N/A",
Bot119,"Boyd Pattison",normal,14,Failed,"Techlight","Techlight: Objective #1","1","20:58:52","21:00:26",
Bot119,"Boyd Pattison",normal,14,Active,"Techlight","Techlight: Objective #2","1","21:00:31","N/A",
Bot121,"Афанасий Холодов",hard,16,Completed,"Emercom Tank","Emercom Tank: Objective #1","1","20:58:53","21:01:04",
Bot121,"Афанасий Холодов",hard,16,Active,"KIBA","KIBA: Objective #1","1","21:01:09","N/A",
[Not Spawned],"Альберт Дизайнер (Arthur)",easy,1,,,,,,,
[Not Spawned],"Александр Провокация (Леонтий)",easy,1,,,,,,,
[Not Spawned],"Пантелеймон ВДВ (Юрий)",easy,1,,,,,,,
[Not Spawned],"Жора Сендвич (Karl)",easy,1,,,,,,,
[Not Spawned],"Арни Топор (Александр)",easy,1,,,,,,,
[Not Spawned],"Федя Летёха (Rodger)",impossible,1,,,,,,,
[Not Spawned],"Юлиан Функция (Wiley)",easy,1,,,,,,,
[Not Spawned],"Володарчик Мутный (Сергей)",easy,1,,,,,,,
[Not Spawned],"Илюша Япончик (Lonny)",hard,1,,,,,,,
[Not Spawned],"Денис Академик (Raymundo)",normal,1,,,,,,,
[Not Spawned],"Сеня Дрищ (Rickie)",easy,1,,,,,,,
[Not Spawned],"Кабан Глазастый (Les)",hard,1,,,,,,,
[Not Spawned],"Генка Упругий (Brayden)",easy,1,,,,,,,
[Not Spawned],"Костыль Фрол (Abraham)",easy,1,,,,,,,
[Not Spawned],"Валера Сизый (Morris)",normal,1,,,,,,,
[Not Spawned],"Ростислав Кислый (Raul)",normal,1,,,,,,,
[Not Spawned],"Вантуз Шнек (Rick)",easy,1,,,,,,,
[Not Spawned],"Матвей Бухгалтер (Wilson)",easy,1,,,,,,,
[Not Spawned],"Стасик Новгородский (Benedict)",normal,1,,,,,,,
[Not Spawned],"Терентий Трехсотый (Lloyd)",hard,1,,,,,,,
[Not Spawned],"Изя Петух (Mario)",easy,1,,,,,,,
