Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot1,"Palmer Machado",hard,13,Failed,"Delivery From the Past","Item Secure Folder 0022","1","04:53:16","05:04:33",
Bot2,"Woosh Веселов",easy,18,Failed,"Golden Swag","Zone extraction_zone_zibbo","1","04:53:17","04:55:12",
Bot2,"Woosh Веселов",easy,18,Active,"Golden Swag","Item Golden Zibbo lighter","1","04:55:13","N/A",
Bot3,"Пантелей Травников",easy,32,Completed,"Farming - Part 3","Zone place_SADOVOD_03","1","04:53:18","05:06:15",
Bot3,"Пантелей Травников",easy,32,Completed,"Big Red","Big Red: Objective #4","1","05:06:20","05:06:36",
Bot3,"Пантелей Травников",easy,32,Completed,"Big Red","Big Red: Objective #5","1","05:06:41","05:06:53",
Bot3,"Пантелей Травников",easy,32,Completed,"Big Red","Big Red: Objective #1","1","05:06:58","05:07:25",
Bot3,"Пантелей Травников",easy,32,Completed,"Big Red","Big Red: Objective #3","1","05:07:30","05:07:55",
Bot3,"Пантелей Травников",easy,32,Completed,"Big Red","Big Red: Objective #2","1","05:08:00","05:08:15",
Bot3,"Пантелей Травников",easy,32,Failed,"Bullshit","Item Flash drive with fake info","1","05:08:21","05:10:19",
Bot3,"Пантелей Травников",easy,32,Failed,"Bullshit","Zone Q019_3","1","05:10:24","05:15:25",
Bot4,"Leonardo Gingras",easy,11,Failed,"BP Depot","Zone fuel4","1","04:53:19","04:57:13",
Bot5,"Артур Кутузов",easy,15,Failed,"Tigr Safari","Zone place_peacemaker_002_N3","1","04:53:20","04:54:57",
Bot5,"Артур Кутузов",easy,15,Failed,"Tigr Safari","Zone place_peacemaker_002_N1","1","04:55:02","04:58:27",
Bot6,"Henry Hillier",normal,25,Failed,"Farming - Part 3","Zone place_SADOVOD_03","1","04:53:21","04:53:40",
[Not Spawned],"Robbie Sosebee",normal,14,,,,,,,
[Not Spawned],"Linwood Reams",normal,15,,,,,,,
[Not Spawned],"Johnson Dildy",normal,6,,,,,,,
[Not Spawned],"Пётр Достоевский",normal,8,,,,,,,
[Not Spawned],"Эльдар Сладкоежка (Mauro)",normal,1,,,,,,,
[Not Spawned],"Джонни Трехмерный (Rob)",normal,1,,,,,,,
[Not Spawned],"Рудик Письменный (Marty)",normal,1,,,,,,,
[Not Spawned],"Сеня Отбитый (Howard)",easy,1,,,,,,,
[Not Spawned],"Витек Кукуруза (Forest)",normal,1,,,,,,,
[Not Spawned],"Ильнур Пукан (Armand)",normal,1,,,,,,,
[Not Spawned],"Мелентий Копирайтер (Tomas)",normal,1,,,,,,,
[Not Spawned],"Лаг Бывалый (Hollis)",easy,1,,,,,,,
[Not Spawned],"Дед Блатной (Fredric)",normal,1,,,,,,,
[Not Spawned],"Гриша Бигмак (Archie)",normal,1,,,,,,,
[Not Spawned],"Боря Реилган (Robbie)",hard,1,,,,,,,
[Not Spawned],"Филипп Сендвич (Ross)",hard,1,,,,,,,
[Not Spawned],"Анатолий Шпала (Rayford)",hard,1,,,,,,,
[Not Spawned],"Витек Кислый (Buck)",hard,1,,,,,,,
[Not Spawned],"Жора Морковник (Duncan)",normal,1,,,,,,,
[Not Spawned],"Паисий Микроб (Gordon)",hard,1,,,,,,,
[Not Spawned],"Ванька Любитель (Omer)",hard,1,,,,,,,
[Not Spawned],"Андрей Гашеный (Richie)",hard,1,,,,,,,
