Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot85,"Pablo Balsamo",normal,4,Failed,"Sanitary Standards - Part 1","Zone pumproom","1","19:53:55","19:54:11",
Bot85,"Pablo Balsamo",normal,4,Active,"1st Floor Office","1st Floor Office: Objective #2","1","19:54:17","N/A",
Bot84,"Фома Углов",normal,8,Failed,"Bad Rep Evidence","Zone locked_office","1","19:53:56","19:55:18",
Bot86,"Терентий Небоскрёб (Jerrold)",hard,1,Completed,"Crates Near Lower Platform","Crates Near Lower Platform: Objective #1","2","19:54:06","19:54:39",
Bot86,"Терентий Небоскрёб (Jerrold)",hard,1,Completed,"3rd Floor Office","3rd Floor Office: Objective #1","2","19:54:44","19:55:15",
Bot86,"Терентий Небоскрёб (Jerrold)",hard,1,Completed,"Break Room","Break Room: Objective #1","1","19:55:20","19:55:40",
Bot86,"Терентий Небоскрёб (Jerrold)",hard,1,Completed,"Crates Outside of Gate 3","Crates Outside of Gate 3: Objective #1","1","19:55:45","19:56:00",
Bot86,"Терентий Небоскрёб (Jerrold)",hard,1,Completed,"Crates Outside of Stairwell","Crates Outside of Stairwell: Objective #1","3","19:56:05","19:56:42",
Bot86,"Терентий Небоскрёб (Jerrold)",hard,1,Completed,"Silos","Silos: Objective #1","1","19:56:48","19:57:00",
Bot86,"Терентий Небоскрёб (Jerrold)",hard,1,Completed,"Weapon Crate in Workshop","Weapon Crate in Workshop: Objective #1","1","19:57:05","19:57:11",
Bot87,"Баха Сынуля (Reuben)",normal,1,Completed,"Basement Crates","Basement Crates: Objective #2","1","19:54:16","19:55:00",
Bot87,"Баха Сынуля (Reuben)",normal,1,Completed,"Basement Crates","Basement Crates: Objective #1","1","19:55:05","19:55:18",
Bot87,"Баха Сынуля (Reuben)",normal,1,Completed,"Weapon Crate in Workshop","Weapon Crate in Workshop: Objective #1","1","19:55:23","19:56:00",
Bot87,"Баха Сынуля (Reuben)",normal,1,Completed,"Crates Outside of Scav Bunker","Crates Outside of Scav Bunker: Objective #1","2","19:56:05","19:57:24",
Bot87,"Баха Сынуля (Reuben)",normal,1,Pending,"Crates Near Lower Platform","Crates Near Lower Platform: Objective #1","1","19:57:29","N/A",
Bot88,"Вадимка Полторашка (Maurice)",hard,1,Completed,"Basement Crates","Basement Crates: Objective #1","1","19:54:16","19:55:06",
Bot88,"Вадимка Полторашка (Maurice)",hard,1,Completed,"Basement Crates","Basement Crates: Objective #2","1","19:55:11","19:55:16",
Bot88,"Вадимка Полторашка (Maurice)",hard,1,Completed,"NE Crates in Workshop","NE Crates in Workshop: Objective #1","1","19:55:21","19:55:37",
Bot88,"Вадимка Полторашка (Maurice)",hard,1,Completed,"Weapon Crate in Workshop","Weapon Crate in Workshop: Objective #1","1","19:55:43","19:55:52",
Bot88,"Вадимка Полторашка (Maurice)",hard,1,Completed,"Silos","Silos: Objective #1","1","19:55:57","19:56:09",
Bot88,"Вадимка Полторашка (Maurice)",hard,1,Completed,"Crates Outside of Stairwell","Crates Outside of Stairwell: Objective #1","3","19:56:14","19:56:58",
Bot89,"Стасик Батон (Waldo)",normal,1,Completed,"Weapon Crate Outside of Forklift","Weapon Crate Outside of Forklift: Objective #1","1","19:55:26","19:55:37",
Bot89,"Стасик Батон (Waldo)",normal,1,Completed,"Forklift","Forklift: Objective #1","1","19:55:43","19:56:03",
Bot89,"Стасик Батон (Waldo)",normal,1,Completed,"Med Tent","Med Tent: Objective #1","2","19:56:08","19:56:55",
Bot89,"Стасик Батон (Waldo)",normal,1,Completed,"Basement Crates","Basement Crates: Objective #1","1","19:57:00","19:57:21",
Bot89,"Стасик Батон (Waldo)",normal,1,Active,"Basement Crates","Basement Crates: Objective #2","1","19:57:26","N/A",
[Not Spawned],"Диман Глиттершайн (Zachery)",easy,1,,,,,,,
[Not Spawned],"Серега Кальянщик (Carlton)",hard,1,,,,,,,
[Not Spawned],"Анатолий Фотошоп (Oren)",hard,1,,,,,,,
[Not Spawned],"Витёк Зырь-труба (Grover)",normal,1,,,,,,,
[Not Spawned],"Лёва Суходрищев (Reid)",normal,1,,,,,,,
