Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot30,"Владимир Ржевский",easy,4,Failed,"Saving the Mole","Zone Sandbox_5_DeadGroup_exploration","1","05:46:02","05:46:53",
Bot30,"Владимир Ржевский",easy,4,Failed,"Saving the Mole","Item TerraGroup scientist's hard drive","1","05:46:58","05:47:45",
Bot31,"Berry Imler",normal,2,Completed,"TerraGroup Garage","TerraGroup Garage: Objective #1","1","05:46:03","05:46:08",
Bot31,"Berry Imler",normal,2,Failed,"TerraGroup Garage","TerraGroup Garage: Objective #2","1","05:46:13","05:46:20",
Bot32,"Ahmad Sommer",normal,15,Failed,"Saving the Mole","Zone Sandbox_5_DeadGroup_exploration","1","05:46:05","05:46:27",
Bot33,"Евдоким Сунгатулин",normal,1,Failed,"TerraGroup Office Upstairs","TerraGroup Office Upstairs: Objective #9","1","05:46:05","05:46:40",
Bot33,"Евдоким Сунгатулин",normal,1,Failed,"TerraGroup Office Upstairs","TerraGroup Office Upstairs: Objective #8","1","05:46:45","05:47:26",
Bot33,"Евдоким Сунгатулин",normal,1,Failed,"TerraGroup Office Upstairs","TerraGroup Office Upstairs: Objective #7","1","05:47:31","05:48:35",
Bot33,"Евдоким Сунгатулин",normal,1,Completed,"TerraGroup Office Upstairs","TerraGroup Office Upstairs: Objective #1","1","05:48:40","05:50:03",
Bot33,"Евдоким Сунгатулин",normal,1,Completed,"TerraGroup Office Upstairs","TerraGroup Office Upstairs: Objective #2","1","05:50:08","05:50:18",
Bot33,"Евдоким Сунгатулин",normal,1,Failed,"TerraGroup Office Upstairs","TerraGroup Office Upstairs: Objective #6","1","05:50:24","05:50:47",
Bot33,"Евдоким Сунгатулин",normal,1,Completed,"TerraGroup Office Upstairs","TerraGroup Office Upstairs: Objective #3","1","05:50:52","05:51:20",
Bot33,"Евдоким Сунгатулин",normal,1,Completed,"TerraGroup Office Upstairs","TerraGroup Office Upstairs: Objective #4","1","05:51:25","05:51:33",
Bot33,"Евдоким Сунгатулин",normal,1,Completed,"TerraGroup Office Upstairs","TerraGroup Office Upstairs: Objective #5","1","05:51:38","05:51:46",
Bot33,"Евдоким Сунгатулин",normal,1,Pending,"Shooting Cans","Zone Sandbox_2_Kord_exploration","1","05:51:51","N/A",
