Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot1,"Корней Сильвестров",easy,21,Failed,"Golden Swag","Zone extraction_zone_zibbo","1","07:32:25","07:32:42",
Bot2,"Емельян Сарнычев",normal,13,Failed,"BP Depot","Zone fuel4","1","07:32:26","07:33:19",
Bot2,"Емельян Сарнычев",normal,13,Failed,"BP Depot","Zone fuel2","1","07:33:24","07:33:48",
Bot3,"Lucas Bencomo",easy,17,Failed,"BP Depot","Zone fuel4","1","07:32:27","07:34:56",
Bot3,"Lucas Bencomo",easy,17,Failed,"BP Depot","Zone fuel2","1","07:35:01","07:43:43",
Bot4,"Cleo Henrickson",hard,17,Completed,"Farming - Part 3","Zone place_SADOVOD_03","1","07:32:28","07:32:36",
Bot4,"Cleo Henrickson",hard,17,Failed,"Farming - Part 3","Item Package of graphics cards","1","07:32:41","07:32:44",
Bot4,"Cleo Henrickson",hard,17,Completed,"Golden Swag","Zone extraction_zone_zibbo","2","07:32:49","07:37:11",
Bot4,"Cleo Henrickson",hard,17,Completed,"Golden Swag","Item Golden Zibbo lighter","1","07:37:16","07:48:51",
Bot4,"Cleo Henrickson",hard,17,Completed,"Pharmacist","Zone room114","1","07:48:56","07:50:41",
Bot5,"Ezra Rico",hard,9,Pending,"BP Depot","Zone fuel4","1","07:32:29","N/A",
Bot6,"Markus Basel",hard,22,Completed,"Big Red","Big Red: Objective #3","1","07:32:30","07:32:35",
Bot6,"Markus Basel",hard,22,Pending,"Big Red","Big Red: Objective #2","1","07:32:40","N/A",
[Not Spawned],"Emmett Plaisance",normal,39,,,,,,,
[Not Spawned],"Jerimiah Terrill",normal,9,,,,,,,
[Not Spawned],"Peter Copeland",normal,28,,,,,,,
[Not Spawned],"Альберт Ебалай (Trenton)",normal,1,,,,,,,
[Not Spawned],"Сёма Базука (Wilford)",easy,1,,,,,,,
[Not Spawned],"Кайл Московский (Michael)",easy,1,,,,,,,
[Not Spawned],"Вован Герой (Eddie)",easy,1,,,,,,,
[Not Spawned],"Паисий Заводской (Ahmad)",hard,1,,,,,,,
[Not Spawned],"Арчи Лещ (Colin)",easy,1,,,,,,,
[Not Spawned],"Лёха Костыль (Michale)",easy,1,,,,,,,
[Not Spawned],"Лёха Фуфел (Клим)",easy,1,,,,,,,
[Not Spawned],"Вантуз Генерал (Gerry)",normal,1,,,,,,,
[Not Spawned],"Стас Сова (Анатолий)",normal,1,,,,,,,
[Not Spawned],"Колька Беленький (Margarito)",easy,1,,,,,,,
[Not Spawned],"Радж Грустный (Виталлий)",easy,1,,,,,,,
[Not Spawned],"Клим Мутный (Will)",normal,1,,,,,,,
[Not Spawned],"Рома Тихий (Val)",hard,1,,,,,,,
[Not Spawned],"Юрий Огрызок (Rhett)",easy,1,,,,,,,
[Not Spawned],"Вано Панкреатит (Billie)",hard,1,,,,,,,
[Not Spawned],"Юрец Темный (Архипп)",hard,1,,,,,,,
[Not Spawned],"Леха Хохол (Steve)",normal,1,,,,,,,
