Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot39,"Elisha Carol",normal,13,Completed,"Basement Crates","Basement Crates: Objective #1","1","10:25:35","10:25:37",
Bot39,"Elisha Carol",normal,13,Completed,"Basement Crates","Basement Crates: Objective #2","1","10:25:42","10:26:03",
Bot39,"Elisha Carol",normal,13,Failed,"Sanitary Standards - Part 1","Zone pumproom","1","10:26:09","10:26:39",
Bot39,"Elisha Carol",normal,13,Failed,"Farming - Part 1","Zone place_SADOVOD_01_1","1","10:26:44","10:28:27",
Bot37,"Samual Fulks",hard,40,Completed,"Weapon Crate Outside of Forklift","Weapon Crate Outside of Forklift: Objective #1","1","10:25:35","10:25:49",
Bot37,"Samual Fulks",hard,40,Failed,"Boilers","Boilers: Objective #1","1","10:25:55","10:26:33",
Bot37,"Samual Fulks",hard,40,Failed,"Crates Outside of Stairwell","Crates Outside of Stairwell: Objective #1","1","10:26:34","10:26:35",
Bot37,"Samual Fulks",hard,40,Failed,"Crates Outside of Gate 3","Crates Outside of Gate 3: Objective #1","1","10:26:40","10:26:43",
Bot38,"Sandy Granderson",hard,15,Failed,"Farming - Part 1","Zone place_SADOVOD_01_2","2","10:25:35","10:26:57",
Bot40,"Guillermo Smead",normal,28,Failed,"Med Tent","Med Tent: Objective #1","2","10:25:35","10:28:30",
Bot41,"Димон Котовод (Leandro)",normal,1,Completed,"1st Floor Office","1st Floor Office: Objective #1","3","10:25:35","10:26:19",
Bot41,"Димон Котовод (Leandro)",normal,1,Completed,"1st Floor Office","1st Floor Office: Objective #2","1","10:26:25","10:26:33",
Bot41,"Димон Котовод (Leandro)",normal,1,Completed,"Crates Outside of Stairwell","Crates Outside of Stairwell: Objective #1","3","10:26:38","10:27:18",
Bot41,"Димон Котовод (Leandro)",normal,1,Completed,"3rd Floor Office","3rd Floor Office: Objective #1","2","10:27:23","10:27:54",
Bot41,"Димон Котовод (Leandro)",normal,1,Completed,"Crates Near Lower Platform","Crates Near Lower Platform: Objective #1","2","10:27:59","10:28:20",
Bot41,"Димон Котовод (Leandro)",normal,1,Pending,"Med Tent","Med Tent: Objective #1","2","10:28:25","N/A",
Bot41,"Димон Котовод (Leandro)",normal,1,Completed,"Basement Crates","Basement Crates: Objective #2","1","10:29:16","10:29:30",
Bot41,"Димон Котовод (Leandro)",normal,1,Completed,"Basement Crates","Basement Crates: Objective #1","1","10:29:35","10:29:44",
Bot41,"Димон Котовод (Leandro)",normal,1,Completed,"Weapon Crate in Workshop","Weapon Crate in Workshop: Objective #1","1","10:29:50","10:29:56",
Bot42,"Павлик Сумрак (Barney)",normal,1,Completed,"Weapon Crate Outside of Forklift","Weapon Crate Outside of Forklift: Objective #1","1","10:26:45","10:26:56",
Bot42,"Павлик Сумрак (Barney)",normal,1,Failed,"Crates Outside of Stairwell","Crates Outside of Stairwell: Objective #1","1","10:27:01","10:27:09",
Bot43,"Гит Почтальон (Елизар)",normal,1,Completed,"NE Crates in Workshop","NE Crates in Workshop: Objective #1","1","10:27:05","10:27:25",
Bot43,"Гит Почтальон (Елизар)",normal,1,Failed,"Basement Crates","Basement Crates: Objective #2","1","10:27:30","10:27:35",
Bot44,"Вантуз Хохол (Darrin)",easy,1,Completed,"Crates Near Lower Platform","Crates Near Lower Platform: Objective #1","2","10:28:56","10:29:34",
Bot44,"Вантуз Хохол (Darrin)",easy,1,Completed,"1st Floor Office","1st Floor Office: Objective #2","1","10:29:39","10:29:52",
Bot44,"Вантуз Хохол (Darrin)",easy,1,Completed,"Crates Outside of Stairwell","Crates Outside of Stairwell: Objective #1","3","10:29:57","10:30:40",
Bot44,"Вантуз Хохол (Darrin)",easy,1,Completed,"Crates Outside of Gate 3","Crates Outside of Gate 3: Objective #1","1","10:30:45","10:30:56",
Bot44,"Вантуз Хохол (Darrin)",easy,1,Completed,"Forklift","Forklift: Objective #1","1","10:31:01","10:31:16",
Bot44,"Вантуз Хохол (Darrin)",easy,1,Completed,"Weapon Crate Outside of Forklift","Weapon Crate Outside of Forklift: Objective #1","1","10:31:21","10:31:27",
Bot44,"Вантуз Хохол (Darrin)",easy,1,Completed,"Basement Crates","Basement Crates: Objective #2","1","10:31:32","10:31:45",
Bot45,"Феликс Вупсень (Мирон)",normal,1,Completed,"NE Crates in Workshop","NE Crates in Workshop: Objective #1","1","10:29:45","10:30:05",
Bot45,"Феликс Вупсень (Мирон)",normal,1,Completed,"Weapon Crate in Workshop","Weapon Crate in Workshop: Objective #1","1","10:30:11","10:30:20",
Bot45,"Феликс Вупсень (Мирон)",normal,1,Completed,"Silos","Silos: Objective #1","1","10:30:25","10:30:37",
Bot45,"Феликс Вупсень (Мирон)",normal,1,Completed,"Dumpster Hiding","Dumpster Hiding: Objective #1","2","10:30:42","10:32:13",
Bot45,"Феликс Вупсень (Мирон)",normal,1,Completed,"Crates Outside of Stairwell","Crates Outside of Stairwell: Objective #1","3","10:32:18","10:32:48",
Bot45,"Феликс Вупсень (Мирон)",normal,1,Completed,"Crates Near Lower Platform","Crates Near Lower Platform: Objective #1","2","10:32:53","10:33:29",
Bot46,"Лёха Бородач (Raul)",normal,1,Completed,"Basement Crates","Basement Crates: Objective #1","1","10:30:16","10:30:47",
Bot46,"Лёха Бородач (Raul)",normal,1,Completed,"Basement Crates","Basement Crates: Objective #2","1","10:30:52","10:31:00",
Bot46,"Лёха Бородач (Raul)",normal,1,Completed,"Med Tent","Med Tent: Objective #1","2","10:31:05","10:31:29",
Bot46,"Лёха Бородач (Raul)",normal,1,Completed,"Weapon Crate in Workshop","Weapon Crate in Workshop: Objective #1","1","10:31:34","10:31:44",
Bot46,"Лёха Бородач (Raul)",normal,1,Active,"3rd Floor Office","3rd Floor Office: Objective #1","1","10:31:49","N/A",
Bot47,"Илюша Дирол (Kyle)",hard,1,Completed,"Crates Outside of Scav Bunker","Crates Outside of Scav Bunker: Objective #1","2","10:31:36","10:32:05",
Bot47,"Илюша Дирол (Kyle)",hard,1,Completed,"Crates Near Lower Platform","Crates Near Lower Platform: Objective #1","2","10:32:10","10:32:37",
Bot47,"Илюша Дирол (Kyle)",hard,1,Completed,"Crates Outside of Stairwell","Crates Outside of Stairwell: Objective #1","3","10:32:42","10:33:47",
