Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot2,"Корнил Форопонов",normal,39,Completed,"The Blood of War - Part 3","Zone bar_fuel3_1","1","16:56:43","17:05:39",
Bot2,"Корнил Форопонов",normal,39,Active,"The Blood of War - Part 3","Zone bar_fuel3_3","1","17:05:44","N/A",
Bot1,"Кирилл Глинин",normal,29,Completed,"Health Care Privacy - Part 3","Item Blood sample","1","16:56:43","17:01:35",
Bot1,"Кирилл Глинин",normal,29,Completed,"Health Care Privacy - Part 3","Zone ter_015_area_1","1","17:01:40","17:01:49",
Bot1,"Кирилл Глинин",normal,29,Failed,"Scav Base","Scav Base: Objective #3","1","17:01:54","17:02:28",
Bot5,"Арсений Кулибин",impossible,9,Completed,"Sunken Village","Sunken Village: Objective #2","1","16:56:43","16:59:10",
Bot5,"Арсений Кулибин",impossible,9,Completed,"Sunken Village","Sunken Village: Objective #3","1","16:59:15","16:59:43",
Bot5,"Арсений Кулибин",impossible,9,Completed,"Sunken Village","Sunken Village: Objective #1","1","16:59:49","17:00:43",
Bot5,"Арсений Кулибин",impossible,9,Completed,"Convoy","Convoy: Objective #1","1","17:00:48","17:02:02",
Bot5,"Арсений Кулибин",impossible,9,Completed,"Convoy","Convoy: Objective #2","1","17:02:07","17:02:17",
Bot5,"Арсений Кулибин",impossible,9,Completed,"Search Mission","Zone pr_scout_base","1","17:02:23","17:03:23",
Bot5,"Арсений Кулибин",impossible,9,Completed,"Search Mission","Zone pr_scout_col","1","17:03:28","17:04:09",
Bot5,"Арсений Кулибин",impossible,9,Completed,"Scav Bunker","Scav Bunker: Objective #1","2","17:04:15","17:05:03",
Bot5,"Арсений Кулибин",impossible,9,Completed,"Scav Bunker","Scav Bunker: Objective #2","2","17:05:08","17:05:37",
Bot5,"Арсений Кулибин",impossible,9,Completed,"Scav Bunker","Scav Bunker: Objective #3","2","17:05:42","17:06:08",
Bot5,"Арсений Кулибин",impossible,9,Active,"Scav Bridge Overlook","Scav Bridge Overlook: Objective #3","1","17:06:13","N/A",
Bot4,"Wes Callaham",normal,24,Completed,"Informed Means Armed","Zone place_skier_11_1","2","16:56:43","16:58:27",
Bot4,"Wes Callaham",normal,24,Completed,"Gratitude","Zone place_THX_15","2","16:58:32","16:59:12",
Bot4,"Wes Callaham",normal,24,Completed,"Chumming","Zone place_skier_12_3","2","16:59:17","17:00:35",
Bot4,"Wes Callaham",normal,24,Completed,"Sawmill Cabins","Sawmill Cabins: Objective #3","1","17:00:40","17:00:46",
Bot4,"Wes Callaham",normal,24,Completed,"Sawmill Cabins","Sawmill Cabins: Objective #2","2","17:00:52","17:01:10",
Bot4,"Wes Callaham",normal,24,Completed,"Sawmill Cabins","Sawmill Cabins: Objective #1","2","17:01:15","17:01:42",
Bot4,"Wes Callaham",normal,24,Completed,"Supply Plans","Item Secure Folder 0052","1","17:01:47","17:01:57",
Bot4,"Wes Callaham",normal,24,Completed,"The Cult - Part 2","Zone place_peacemaker_007_2_N2","1","17:02:02","17:02:59",
Bot4,"Wes Callaham",normal,24,Active,"The Cult - Part 2","Zone place_peacemaker_007_2_N2_1","1","17:03:04","N/A",
Bot3,"Gil Ells",normal,20,Completed,"Boss Hunter","Spawn Point (280.4 8.3 -674.5)","1","16:56:43","16:57:01",
Bot3,"Gil Ells",normal,20,Completed,"Boss Hunter","Spawn Point (268.5 17.5 -756.9)","1","16:57:06","16:59:12",
Bot6,"Игнатий Золотов",easy,12,Completed,"Scav Base","Scav Base: Objective #2","4","16:56:43","16:59:49",
Bot6,"Игнатий Золотов",easy,12,Completed,"Scav Base","Scav Base: Objective #3","1","16:59:54","17:00:20",
Bot6,"Игнатий Золотов",easy,12,Completed,"Scav Base","Scav Base: Objective #4","2","17:00:25","17:01:05",
Bot6,"Игнатий Золотов",easy,12,Failed,"Scav Base","Scav Base: Objective #1","4","17:01:10","17:01:58",
Bot6,"Игнатий Золотов",easy,12,Failed,"Ambulance","Ambulance: Objective #1","1","17:02:03","17:03:14",
Bot6,"Игнатий Золотов",easy,12,Completed,"RUAF Roadblock Crates","RUAF Roadblock Crates: Objective #1","1","17:03:19","17:04:22",
Bot6,"Игнатий Золотов",easy,12,Completed,"RUAF Roadblock Crates","RUAF Roadblock Crates: Objective #2","1","17:04:28","17:04:37",
Bot6,"Игнатий Золотов",easy,12,Active,"Weapon Storage Shack","Weapon Storage Shack: Objective #1","1","17:04:42","N/A",
